"AuthorDate","ID","treatname","treatID","N","time_wk","y","se","arm","narm","fupcount","fups"
"Enrich 1999",17,"Rofecoxib_25",22,73,0,6.436,0.199997368068792,3,3,1,5
"Enrich 1999",17,"Placebo_0",1,72,1,5.643,0.206850933673192,1,3,2,5
"Enrich 1999",17,"Rofecoxib_125",21,74,1,3.484,0.201589249943306,2,3,2,5
"Enrich 1999",17,"Rofecoxib_25",22,73,1,4.146,0.203560121178666,3,3,2,5
"Enrich 1999",17,"Placebo_0",1,72,2,5.273,0.209912968939132,1,3,3,5
"Enrich 1999",17,"Rofecoxib_125",21,74,2,3.014,0.203905762179728,2,3,3,5
"Enrich 1999",17,"Rofecoxib_25",22,73,2,3.646,0.205410853086949,3,3,3,5
"Enrich 1999",17,"Placebo_0",1,72,4,5.233,0.218506851514625,1,3,4,5
"Enrich 1999",17,"Rofecoxib_125",21,74,4,3.124,0.208495920219499,2,3,4,5
"Enrich 1999",17,"Rofecoxib_25",22,73,4,3.906,0.210371409166668,3,3,4,5
"Enrich 1999",17,"Placebo_0",1,72,6,5.123,0.225857664593222,1,3,5,5
"Enrich 1999",17,"Rofecoxib_125",21,74,6,2.824,0.212602079514655,2,3,5,5
"Enrich 1999",17,"Rofecoxib_25",22,73,6,3.576,0.214405330471512,3,3,5,5
"Schnitzer 2011LUM",18,"Placebo_0",1,416,0,5.3,0.0732984055078963,1,3,1,4
"Schnitzer 2011LUM",18,"Celebrex_200",3,419,0,5.4,0.0727912633431587,2,3,1,4
"Schnitzer 2011LUM",18,"Lumiracoxib_100",11,427,0,5.4,0.0786392617555719,3,3,1,4
"Schnitzer 2011LUM",18,"Placebo_0",1,416,4,4.42,0.0835928187029689,1,3,2,4
"Schnitzer 2011LUM",18,"Celebrex_200",3,419,4,3.86,0.0806081277560427,2,3,2,4
"Schnitzer 2011LUM",18,"Lumiracoxib_100",11,427,4,3.88,0.0798147279487129,3,3,2,4
"Schnitzer 2011LUM",18,"Placebo_0",1,416,8,4.255,0.0889406791741855,1,3,3,4
"Schnitzer 2011LUM",18,"Celebrex_200",3,419,8,3.58,0.0835466451885252,2,3,3,4
"Schnitzer 2011LUM",18,"Lumiracoxib_100",11,427,8,3.585,0.0828460106405959,3,3,3,4
"Schnitzer 2011LUM",18,"Placebo_0",1,416,13,4.14,0.0940775993014026,1,3,4,4
"Schnitzer 2011LUM",18,"Celebrex_200",3,419,13,3.545,0.0867155017798435,2,3,4,4
"Schnitzer 2011LUM",18,"Lumiracoxib_100",11,427,13,3.585,0.0859106366613843,3,3,4,4
"Williams 2001",19,"Placebo_0",1,243,0,5.3,0.100074046659535,1,3,1,2
"Williams 2001",19,"Celebrex_200",3,241,0,5.05,0.150088493951394,2,3,1,2
"Williams 2001",19,"Celebrex_200",3,231,0,5.05,0.150012986450827,3,3,1,2
"Williams 2001",19,"Placebo_0",1,243,6,4.4,0.100074046659535,1,3,2,2
"Williams 2001",19,"Celebrex_200",3,241,6,3.75,0.100166355405329,2,3,2,2
"Williams 2001",19,"Celebrex_200",3,231,6,3.6,0.100008657633885,3,3,2,2
"Chappell 2009",20,"Placebo_0",1,127,0,5.175,0.118018415752343,1,2,1,2
"Chappell 2009",20,"Duloxetine_90",5,123,0,5.12,0.111356199881428,2,2,1,2
"Chappell 2009",20,"Placebo_0",1,127,13,3.43,0.162550688630295,1,2,2,2
"Chappell 2009",20,"Duloxetine_90",5,123,13,2.985,0.151958763306692,2,2,2,2
"Chappell 2011",21,"Placebo_0",1,117,0,5.475,0.138675049056307,1,2,1,2
"Chappell 2011",21,"Duloxetine_90",5,107,0,5.49,0.160961625426103,2,2,1,2
"Chappell 2011",21,"Placebo_0",1,117,13,3.88,0.185271435006692,1,2,2,2
"Chappell 2011",21,"Duloxetine_90",5,107,13,3.18,0.179373643962556,2,2,2,2
"Clegg 2006",22,"Placebo_0",1,313,0,4.742,0.0838806393713225,1,2,1,2
"Clegg 2006",22,"Celebrex_200",3,318,0,4.698,0.0833307420980778,2,2,1,2
"Clegg 2006",22,"Placebo_0",1,313,24,3.02,0.127855799365183,1,2,2,2
"Clegg 2006",22,"Celebrex_200",3,318,24,2.714,0.121463248576337,2,2,2,2
"Markenson 2005",23,"Placebo_0",1,51,0,6.13,0.310022010603801,1,2,1,6
"Markenson 2005",23,"Oxycodone_44",19,56,0,6.31,0.279956150903265,2,2,1,6
"Markenson 2005",23,"Placebo_0",1,51,2.142,5.83,0.310022010603801,1,2,2,6
"Markenson 2005",23,"Oxycodone_44",19,56,2.142,4.83,0.279956150903265,2,2,2,6
"Markenson 2005",23,"Placebo_0",1,51,4.286,5.72,0.310022010603801,1,2,3,6
"Markenson 2005",23,"Oxycodone_44",19,56,4.286,5.02,0.279956150903265,2,2,3,6
"Markenson 2005",23,"Placebo_0",1,51,6.429,5.94,0.310022010603801,1,2,4,6
"Markenson 2005",23,"Oxycodone_44",19,56,6.429,4.76,0.279956150903265,2,2,4,6
"Markenson 2005",23,"Placebo_0",1,51,8.571,5.98,0.310022010603801,1,2,5,6
"Markenson 2005",23,"Oxycodone_44",19,56,8.571,4.72,0.279956150903265,2,2,5,6
"Markenson 2005",23,"Placebo_0",1,51,12.857,5.98,0.310022010603801,1,2,6,6
"Markenson 2005",23,"Oxycodone_44",19,56,12.857,4.94,0.279956150903265,2,2,6,6
